rank,team_id,team_display_name,track,policy_capability_score,policy_capability_score_label,metric_algorithm,avg_dist_between_incidents_at_fault,avg_dist_between_incidents_at_fault_label,legacy_score,legacy_score_metric,dist_to_gt_trajectory,dist_to_gt_trajectory_label,score,best_score,image_tag,submission_id,status,failure_code,evaluation_backend,submitted_at
69,team-zyt,ZYT,pai,1187.8513574998003,Policy Capability Score,zoib,0.4300607443674753,Average Distance Between At-Fault Incidents,0.4300607443674753,avg_dist_between_incidents_at_fault,2.030044091304484,Distance to GT Trajectory,1187.8513574998003,1187.8513574998003,test_0820_140k,09c3e124-2958-4173-aaca-73ffb2a49563,SUCCEEDED,,direct-p5,2026-08-20T13:10:07+00:00
70,alpain-autonomy,Alpain Autonomy,pai,1184.61367725115,Policy Capability Score,zoib,0.33683427162096674,Average Distance Between At-Fault Incidents,0.33683427162096674,avg_dist_between_incidents_at_fault,2.055943338141139,Distance to GT Trajectory,1184.61367725115,1184.61367725115,transfuser-v0-fullbc,368cf7b3-2be6-404c-a0a1-8149bebc26c8,SUCCEEDED,,direct-p5,2026-07-31T16:52:04+00:00
71,alpain-autonomy,Alpain Autonomy,pai,1188.9959998287122,Policy Capability Score,zoib,0.3063138496664245,Average Distance Between At-Fault Incidents,0.3063138496664245,avg_dist_between_incidents_at_fault,2.619394611900367,Distance to GT Trajectory,1188.9959998287122,1188.9959998287122,transfuser-v5,0d5b8cbf-2896-4ac6-a8ec-9db6da363ac7,SUCCEEDED,,direct-p5,2026-07-31T12:51:05+00:00
72,magma,Team Magma,pai,1162.0041011672924,Policy Capability Score,zoib,0.41561404629348764,Average Distance Between At-Fault Incidents,0.41561404629348764,avg_dist_between_incidents_at_fault,1.6950978542623187,Distance to GT Trajectory,1162.0041011672924,1162.0041011672924,AAC-62273d3,ff14a785-613e-4da9-8f2d-89bb91e1857c,SUCCEEDED,,direct-p5,2026-08-04T10:38:36+00:00
73,team-alxpng,Team Alex,pai,1184.8113760140475,Policy Capability Score,zoib,0.37989238109960993,Average Distance Between At-Fault Incidents,0.37989238109960993,avg_dist_between_incidents_at_fault,2.0622147059832274,Distance to GT Trajectory,1184.8113760140475,1184.8113760140475,sting_like_a_beemer,bb1ade4d-3a72-4cdb-b08c-16a11c3d192f,SUCCEEDED,,direct-p5,2026-08-18T11:26:39+00:00
74,py123d-garage,py123d-garage,pai,1151.363998425833,Policy Capability Score,zoib,0.5237387873675459,Average Distance Between At-Fault Incidents,0.5237387873675459,avg_dist_between_incidents_at_fault,1.155367427685403,Distance to GT Trajectory,1151.363998425833,1151.363998425833,006-pai-0014-v5,02767d32-92b9-4e1b-845c-0d5d2ea5b4c0,SUCCEEDED,,direct-p5,2026-08-28T20:24:10+00:00
75,alpain-autonomy,Alpain Autonomy,pai,1140.6263307864124,Policy Capability Score,zoib,0.30067106363984886,Average Distance Between At-Fault Incidents,0.30067106363984886,avg_dist_between_incidents_at_fault,1.7356695753349716,Distance to GT Trajectory,1140.6263307864124,1140.6263307864124,transfuser-v0-decbc,75cdb21e-199a-4c7b-97cc-caf2ffb3944a,SUCCEEDED,,direct-p5,2026-08-01T18:30:38+00:00
76,magma,Team Magma,pai,1156.1218509204614,Policy Capability Score,zoib,0.20712612314251663,Average Distance Between At-Fault Incidents,0.20712612314251663,avg_dist_between_incidents_at_fault,2.184540844974759,Distance to GT Trajectory,1156.1218509204614,1156.1218509204614,AVA-78562a8,8febe823-ecf2-4636-8417-5810a9b28799,SUCCEEDED,,direct-p5,2026-07-31T18:02:05+00:00
77,team-zyt,ZYT,pai,1138.9190009192027,Policy Capability Score,zoib,0.5494070255976182,Average Distance Between At-Fault Incidents,0.5494070255976182,avg_dist_between_incidents_at_fault,2.046935190116194,Distance to GT Trajectory,1138.9190009192027,1138.9190009192027,test_0820_75k,f4d65c5b-8077-4f2b-b211-ddb52c09c913,SUCCEEDED,,direct-p5,2026-08-20T12:41:08+00:00
78,host,Host,pai,1145.5592918886864,Policy Capability Score,zoib,0.2775942585363429,Average Distance Between At-Fault Incidents,0.2775942585363429,avg_dist_between_incidents_at_fault,2.3833903421894385,Distance to GT Trajectory,1145.5592918886864,1145.5592918886864,policy2,26a3c3de-edb1-4333-8bfc-0a8fde2dc155,SUCCEEDED,,direct-p5,2026-06-16T00:14:40+00:00
79,team-alxpng,Team Alex,pai,1142.3675458865,Policy Capability Score,zoib,0.18561480991234672,Average Distance Between At-Fault Incidents,0.18561480991234672,avg_dist_between_incidents_at_fault,1.8833853152069835,Distance to GT Trajectory,1142.3675458865,1142.3675458865,route-follower-v2,c04536fd-0541-4937-9908-136e46e5370a,SUCCEEDED,,direct-p5,2026-07-21T08:19:36+00:00
80,py-test,py-test,pai,1118.4437337680163,Policy Capability Score,zoib,0.3401269209399516,Average Distance Between At-Fault Incidents,0.3401269209399516,avg_dist_between_incidents_at_fault,1.6807933084898317,Distance to GT Trajectory,1118.4437337680163,1118.4437337680163,e2e-cot-003,ce4d59e5-f3f7-42c9-ad57-e8e444f4052a,SUCCEEDED,,direct-p5,2026-08-17T04:12:08+00:00
81,alpain-autonomy,Alpain Autonomy,pai,1120.7025957136682,Policy Capability Score,zoib,0.31699313017706565,Average Distance Between At-Fault Incidents,0.31699313017706565,avg_dist_between_incidents_at_fault,1.8646601708706985,Distance to GT Trajectory,1120.7025957136682,1120.7025957136682,transfuser-v4-3k,fdc3e0ba-368a-482a-bb31-04afe461b3de,SUCCEEDED,,direct-p5,2026-07-28T11:23:38+00:00
82,team-alphamale,ILoveAlpamayo,pai,1144.7892300760018,Policy Capability Score,zoib,0.18258073780328796,Average Distance Between At-Fault Incidents,0.18258073780328796,avg_dist_between_incidents_at_fault,2.884344664319294,Distance to GT Trajectory,1144.7892300760018,1144.7892300760018,draftmix-30k-unbalanced,21e9758f-20cd-4547-a067-415d98390212,SUCCEEDED,,direct-p5,2026-07-31T14:22:05+00:00
83,team-alphamale,ILoveAlpamayo,pai,1140.4983152527254,Policy Capability Score,zoib,0.17487019467839,Average Distance Between At-Fault Incidents,0.17487019467839,avg_dist_between_incidents_at_fault,2.8319729992654477,Distance to GT Trajectory,1140.4983152527254,1140.4983152527254,draftmix-30k-unbalanced,9b5a8283-14f7-4db6-b9d5-11f9101904d8,SUCCEEDED,,direct-p5,2026-07-31T15:22:05+00:00
