rank,team_id,team_display_name,track,policy_capability_score,policy_capability_score_label,metric_algorithm,avg_dist_between_incidents_at_fault,avg_dist_between_incidents_at_fault_label,legacy_score,legacy_score_metric,dist_to_gt_trajectory,dist_to_gt_trajectory_label,score,best_score,image_tag,submission_id,status,failure_code,evaluation_backend,submitted_at
14,opendrivelab-org,OpenDriveLab-Org,nuplan,1377.342484839268,Policy Capability Score,zoib,1.8000293572203654,Average Distance Between At-Fault Incidents,1.8000293572203654,avg_dist_between_incidents_at_fault,3.7424774865812975,Distance to GT Trajectory,1377.342484839268,1377.342484839268,simscale-gtrs-dense-resnet-reward-v5,50031ba7-9474-4071-a8b9-42495e0d127a,SUCCEEDED,,direct-p5,2026-08-08T17:40:21+00:00
15,team-foxhihi,Team foxhihi,nuplan,1331.1897209380306,Policy Capability Score,zoib,2.089132351126825,Average Distance Between At-Fault Incidents,2.089132351126825,avg_dist_between_incidents_at_fault,1.7842498716789865,Distance to GT Trajectory,1331.1897209380306,1331.1897209380306,nu-driver-a4,dc1b87ed-2dea-461c-bb96-86748df24b55,SUCCEEDED,,direct-p5,2026-07-30T04:39:19+00:00
16,team-foxhihi,Team foxhihi,nuplan,1321.5588047532128,Policy Capability Score,zoib,3.2639215880143277,Average Distance Between At-Fault Incidents,3.2639215880143277,avg_dist_between_incidents_at_fault,1.1916284562154558,Distance to GT Trajectory,1321.5588047532128,1321.5588047532128,sdv2-b0gate-v1,63a9c646-47a6-4b5d-907a-ab9de7796af4,SUCCEEDED,,direct-p5,2026-07-29T02:58:55+00:00
17,symphi,SymPhi,nuplan,1290.5408992525422,Policy Capability Score,zoib,1.547920081235213,Average Distance Between At-Fault Incidents,1.547920081235213,avg_dist_between_incidents_at_fault,2.1597109673603176,Distance to GT Trajectory,1290.5408992525422,1290.5408992525422,vavam-brake-v1,b7432df0-c310-4077-8117-5f549ed2ed55,SUCCEEDED,,direct-p5,2026-08-26T19:03:57+00:00
18,opendrivelab-org,OpenDriveLab-Org,nuplan,1226.126037055426,Policy Capability Score,zoib,2.4601916866823017,Average Distance Between At-Fault Incidents,2.4601916866823017,avg_dist_between_incidents_at_fault,1.5299941862637298,Distance to GT Trajectory,1226.126037055426,1226.126037055426,simscale-diffusiondrive-v4,9c155022-967b-4225-a4e1-3bde8bca4880,SUCCEEDED,,direct-p5,2026-08-06T15:54:20+00:00
19,opendrivelab-org,OpenDriveLab-Org,nuplan,1231.676525351855,Policy Capability Score,zoib,1.9196016530341702,Average Distance Between At-Fault Incidents,1.9196016530341702,avg_dist_between_incidents_at_fault,1.5663283645966364,Distance to GT Trajectory,1231.676525351855,1231.676525351855,simscale-ltf-v4,d2ecba6b-3193-41b4-a166-1f372159fc0e,SUCCEEDED,,direct-p5,2026-08-06T15:11:21+00:00
20,opendrivelab-org,OpenDriveLab-Org,nuplan,1197.0905104357776,Policy Capability Score,zoib,4.55166410670654,Average Distance Between At-Fault Incidents,4.55166410670654,avg_dist_between_incidents_at_fault,1.5517513505503648,Distance to GT Trajectory,1197.0905104357776,1197.0905104357776,simscale-gtrs-dense-resnet-reward-v4,43031f65-2211-4e0a-a0d8-3bcb04a6b694,SUCCEEDED,,direct-p5,2026-08-06T13:44:50+00:00
21,opendrivelab-org,OpenDriveLab-Org,nuplan,1166.165433447194,Policy Capability Score,zoib,5.667691067895664,Average Distance Between At-Fault Incidents,5.667691067895664,avg_dist_between_incidents_at_fault,1.491136471375305,Distance to GT Trajectory,1166.165433447194,1166.165433447194,simscale-gtrs-dense-vov-reward-v4,2f31a188-4cde-4efd-abf7-4d3663ca2260,SUCCEEDED,,direct-p5,2026-08-06T13:01:22+00:00
22,team-foxhihi,Team foxhihi,nuplan,1169.1463479961876,Policy Capability Score,zoib,1.870221727157738,Average Distance Between At-Fault Incidents,1.870221727157738,avg_dist_between_incidents_at_fault,1.7300754095907225,Distance to GT Trajectory,1169.1463479961876,1169.1463479961876,nu-driver-a5,e838fd29-31cd-49e6-b127-36b3756f9094,SUCCEEDED,,direct-p5,2026-07-30T07:01:48+00:00
23,team-andrew-fox,Team Andrew S,nuplan,1166.204884965628,Policy Capability Score,zoib,0.5683495486413405,Average Distance Between At-Fault Incidents,0.5683495486413405,avg_dist_between_incidents_at_fault,2.4386086741794366,Distance to GT Trajectory,1166.204884965628,1166.204884965628,accelfix-batch01,592e8bff-bbe1-4c6d-a5bd-4081288f0efd,SUCCEEDED,,direct-p5,2026-07-30T08:36:20+00:00
24,team-andrew-fox,Team Andrew S,nuplan,1166.0944878247365,Policy Capability Score,zoib,0.5683495486413405,Average Distance Between At-Fault Incidents,0.5683495486413405,avg_dist_between_incidents_at_fault,2.438608674179438,Distance to GT Trajectory,1166.0944878247365,1166.0944878247365,fix6-leadbrake,b3c71876-583e-49b3-9c2b-83448d06af43,SUCCEEDED,,direct-p5,2026-07-31T18:46:21+00:00
25,team-andrew-fox,Team Andrew S,nuplan,1165.8735497342595,Policy Capability Score,zoib,0.5683495486413405,Average Distance Between At-Fault Incidents,0.5683495486413405,avg_dist_between_incidents_at_fault,2.438608674179437,Distance to GT Trajectory,1165.8735497342595,1165.8735497342595,accelfix-batch01,025cf242-cd83-4ba2-ad2f-69587ae9a0da,SUCCEEDED,,direct-p5,2026-07-30T09:17:17+00:00
26,opendrivelab-org,OpenDriveLab-Org,nuplan,1122.61365350901,Policy Capability Score,zoib,4.301493480784481,Average Distance Between At-Fault Incidents,4.301493480784481,avg_dist_between_incidents_at_fault,1.4915768907047136,Distance to GT Trajectory,1122.61365350901,1122.61365350901,simscale-gtrs-dense-resnet-expert-v4,d6c5993c-6bec-4df0-99d4-71c0f015e93d,SUCCEEDED,,direct-p5,2026-08-06T14:27:19+00:00
27,vf-team,VF-Team,nuplan,1104.5918595410897,Policy Capability Score,zoib,12.747827029551562,Average Distance Between At-Fault Incidents,12.747827029551562,avg_dist_between_incidents_at_fault,1.0605738033881345,Distance to GT Trajectory,1104.5918595410897,1104.5918595410897,v2,0f1f262b-cd68-41d2-a00a-bb947d7d32a9,SUCCEEDED,,direct-p5,2026-08-06T18:11:51+00:00
28,vf-team,VF-Team,nuplan,1105.5040740403856,Policy Capability Score,zoib,9.55781085612393,Average Distance Between At-Fault Incidents,9.55781085612393,avg_dist_between_incidents_at_fault,1.0702599969801725,Distance to GT Trajectory,1105.5040740403856,1105.5040740403856,v2.1,5e80938c-2bb7-4c02-874e-6167d4764353,SUCCEEDED,,direct-p5,2026-08-19T19:57:21+00:00
29,opendrivelab-org,OpenDriveLab-Org,nuplan,1105.951259158966,Policy Capability Score,zoib,3.3240159242966696,Average Distance Between At-Fault Incidents,3.3240159242966696,avg_dist_between_incidents_at_fault,1.2407112846103294,Distance to GT Trajectory,1105.951259158966,1105.951259158966,simscale-gtrs-dense-resnet-reward-v2,f0a2090f-d029-408d-a520-ac02a0bb4504,SUCCEEDED,,direct-p5,2026-08-02T15:53:18+00:00
30,fox,Fox,nuplan,1091.949241762668,Policy Capability Score,zoib,1.2443684584852215,Average Distance Between At-Fault Incidents,1.2443684584852215,avg_dist_between_incidents_at_fault,1.7795203140505857,Distance to GT Trajectory,1091.949241762668,1091.949241762668,v1p6,3963a48a-cf47-4876-95ef-5cda1770d177,SUCCEEDED,,direct-p5,2026-07-01T08:10:54+00:00
31,opendrivelab-org,OpenDriveLab-Org,nuplan,1069.7543831391977,Policy Capability Score,zoib,2.9754424228384484,Average Distance Between At-Fault Incidents,2.9754424228384484,avg_dist_between_incidents_at_fault,1.2624560984894184,Distance to GT Trajectory,1069.7543831391977,1069.7543831391977,simscale-gtrs-dense-vov-expert-v4,ab0f6802-4475-4e72-bee2-647bb9cd9895,SUCCEEDED,,direct-p5,2026-08-06T16:37:49+00:00
32,team-rcy,Team RCY,nuplan,1064.5537813956848,Policy Capability Score,zoib,0.2347931940967279,Average Distance Between At-Fault Incidents,0.2347931940967279,avg_dist_between_incidents_at_fault,3.655164455423277,Distance to GT Trajectory,1064.5537813956848,1064.5537813956848,rcy-nu-1,ab27a264-babc-4ab2-97f5-948a3ec0c6a4,SUCCEEDED,,direct-p5,2026-07-28T04:51:20+00:00
33,vf-team,VF-Team,nuplan,1042.226618773578,Policy Capability Score,zoib,3.854485874507472,Average Distance Between At-Fault Incidents,3.854485874507472,avg_dist_between_incidents_at_fault,0.7479344087647967,Distance to GT Trajectory,1042.226618773578,1042.226618773578,v1,c61be70f-d974-458c-8a56-85e1e942f220,SUCCEEDED,,direct-p5,2026-08-04T16:53:53+00:00
34,opendrivelab-org,OpenDriveLab-Org,nuplan,1054.4576920214577,Policy Capability Score,zoib,3.4648632340787824,Average Distance Between At-Fault Incidents,3.4648632340787824,avg_dist_between_incidents_at_fault,1.2455303400169522,Distance to GT Trajectory,1054.4576920214577,1054.4576920214577,simscale-gtrs-dense-resnet-expert-v2,233ed341-707a-45c3-a8d4-9d9e7c09e6d7,SUCCEEDED,,direct-p5,2026-08-02T17:20:19+00:00
35,opendrivelab-org,OpenDriveLab-Org,nuplan,1042.2724817629603,Policy Capability Score,zoib,2.7918667698526902,Average Distance Between At-Fault Incidents,2.7918667698526902,avg_dist_between_incidents_at_fault,1.0712292197729156,Distance to GT Trajectory,1042.2724817629603,1042.2724817629603,simscale-gtrs-dense-vov-reward-v2,1fe1d592-e844-476c-a6f2-b25c98e5e770,SUCCEEDED,,direct-p5,2026-08-02T16:37:19+00:00
36,opendrivelab-org,OpenDriveLab-Org,nuplan,1023.6458703715621,Policy Capability Score,zoib,3.1681970046624257,Average Distance Between At-Fault Incidents,3.1681970046624257,avg_dist_between_incidents_at_fault,0.8108323772150169,Distance to GT Trajectory,1023.6458703715621,1023.6458703715621,simscale-gtrs-dense-resnet-reward-v3,94a05553-cb56-4136-8c1b-4d28072cca4e,SUCCEEDED,,direct-p5,2026-08-04T07:12:21+00:00
37,opendrivelab-org,OpenDriveLab-Org,nuplan,1010.2406171118685,Policy Capability Score,zoib,4.516231573005259,Average Distance Between At-Fault Incidents,4.516231573005259,avg_dist_between_incidents_at_fault,0.9763723462452666,Distance to GT Trajectory,1010.2406171118685,1010.2406171118685,simscale-gtrs-dense-resnet-expert-v3,9bf9b75f-5933-404f-a733-29fa81795d8b,SUCCEEDED,,direct-p5,2026-08-04T08:53:20+00:00
38,opendrivelab-org,OpenDriveLab-Org,nuplan,1010.4363167765185,Policy Capability Score,zoib,1.660650727614957,Average Distance Between At-Fault Incidents,1.660650727614957,avg_dist_between_incidents_at_fault,0.9500503522386587,Distance to GT Trajectory,1010.4363167765185,1010.4363167765185,simscale-ltf-v1-fixed,50926d5e-521a-4b56-ba3d-17548d1f58f2,SUCCEEDED,,direct-p5,2026-07-30T06:19:18+00:00
39,opendrivelab-org,OpenDriveLab-Org,nuplan,1006.2795025034097,Policy Capability Score,zoib,1.94164954366219,Average Distance Between At-Fault Incidents,1.94164954366219,avg_dist_between_incidents_at_fault,1.0565511440020237,Distance to GT Trajectory,1006.2795025034097,1006.2795025034097,simscale-gtrs-dense-vov-expert-v2,5364748c-8b8e-4cd7-baf5-37dc919ebe00,SUCCEEDED,,direct-p5,2026-08-02T18:03:50+00:00
40,opendrivelab-org,OpenDriveLab-Org,nuplan,989.5213315630483,Policy Capability Score,zoib,1.4264044022542925,Average Distance Between At-Fault Incidents,1.4264044022542925,avg_dist_between_incidents_at_fault,0.8933074168721227,Distance to GT Trajectory,989.5213315630483,989.5213315630483,simscale-diffusiondrive-v2,2023ee9b-759b-444a-b71b-c31743d369e0,SUCCEEDED,,direct-p5,2026-08-02T15:10:49+00:00
41,team-aimm-alpha,Team AIMM alpha,nuplan,1000.2969050331725,Policy Capability Score,zoib,0.2783528711220848,Average Distance Between At-Fault Incidents,0.2783528711220848,avg_dist_between_incidents_at_fault,2.472473558284457,Distance to GT Trajectory,1000.2969050331725,1000.2969050331725,smoke-20260728-1,368eb024-38f9-4ea4-8cdc-43391f93484b,SUCCEEDED,,direct-p5,2026-07-28T15:50:21+00:00
42,zgca-team,ZGCA-TEAM,nuplan,999.7677489589149,Policy Capability Score,zoib,0.2783528711220848,Average Distance Between At-Fault Incidents,0.2783528711220848,avg_dist_between_incidents_at_fault,2.4724735582844573,Distance to GT Trajectory,999.7677489589149,999.7677489589149,starter-baseline-20260813,c487ed70-912b-4a69-b017-aa48ddcbed18,SUCCEEDED,,direct-p5,2026-08-13T12:29:50+00:00
43,host,Host,nuplan,1000,Policy Capability Score,zoib,0.27835287112208473,Average Distance Between At-Fault Incidents,0.27835287112208473,avg_dist_between_incidents_at_fault,2.4724735582844564,Distance to GT Trajectory,1000,1000,go_straight,af07406f-3533-44d2-ae8e-ac444b5e446c,SUCCEEDED,,direct-p5,2026-06-16T03:33:49+00:00
44,zgca-team,ZGCA-TEAM,nuplan,956.7923033347199,Policy Capability Score,zoib,0.7681876869025503,Average Distance Between At-Fault Incidents,0.7681876869025503,avg_dist_between_incidents_at_fault,0.8428062288272524,Distance to GT Trajectory,956.7923033347199,956.7923033347199,recogdrive-8b-20260819-v1,71f180ef-ab36-4335-98d5-e840e9316ea2,SUCCEEDED,,direct-p5,2026-08-20T11:59:57+00:00
45,opendrivelab-org,OpenDriveLab-Org,nuplan,941.0149451387808,Policy Capability Score,zoib,1.7497126811278136,Average Distance Between At-Fault Incidents,1.7497126811278136,avg_dist_between_incidents_at_fault,0.6568880416460036,Distance to GT Trajectory,941.0149451387808,941.0149451387808,simscale-gtrs-dense-vov-expert-v3,7bd97301-dbc0-4545-85f7-fe930e2bb885,SUCCEEDED,,direct-p5,2026-08-04T08:10:22+00:00
46,opendrivelab-org,OpenDriveLab-Org,nuplan,932.5762281202561,Policy Capability Score,zoib,1.687490627276293,Average Distance Between At-Fault Incidents,1.687490627276293,avg_dist_between_incidents_at_fault,0.4839031571997661,Distance to GT Trajectory,932.5762281202561,932.5762281202561,simscale-gtrs-dense-vov-reward-v3,93a8ed35-0f56-46d0-81d3-a92ed0b73bc5,SUCCEEDED,,direct-p5,2026-08-04T06:30:24+00:00
47,team-vt,Team VT,nuplan,944.2832329009366,Policy Capability Score,zoib,0.7777234377696817,Average Distance Between At-Fault Incidents,0.7777234377696817,avg_dist_between_incidents_at_fault,0.6921391272719748,Distance to GT Trajectory,944.2832329009366,944.2832329009366,drivor-track2-20260730-smokepass-cam4-0b776bf,7d787aaa-a89c-49c5-8d09-e573c8c7cdf9,SUCCEEDED,,direct-p5,2026-07-30T21:39:23+00:00
48,team-vt,Team VT,nuplan,944.0216089340672,Policy Capability Score,zoib,0.7777234370629085,Average Distance Between At-Fault Incidents,0.7777234370629085,avg_dist_between_incidents_at_fault,0.6921391407626755,Distance to GT Trajectory,944.0216089340672,944.0216089340672,drivor-track2-20260730-lazyload9-0b776bf,fd817cd4-5dd1-496c-8a43-f8c3fbd77edc,SUCCEEDED,,direct-p5,2026-07-30T15:24:52+00:00
49,rick-g-ntu,Rick G NTU,nuplan,897.1405079251174,Policy Capability Score,zoib,1.1639141008976273,Average Distance Between At-Fault Incidents,1.1639141008976273,avg_dist_between_incidents_at_fault,2.9209162949662124,Distance to GT Trajectory,897.1405079251174,897.1405079251174,ensemble-e11-v3,3933e570-b57a-40c3-9626-232f8050d544,SUCCEEDED,,direct-p5,2026-08-12T09:25:17+00:00
50,team-can,CAN,nuplan,902.9300676895539,Policy Capability Score,zoib,1.0691971189990848,Average Distance Between At-Fault Incidents,1.0691971189990848,avg_dist_between_incidents_at_fault,0.480892126999132,Distance to GT Trajectory,902.9300676895539,902.9300676895539,v2,d0ee27ca-8499-4223-b757-057dc737975d,SUCCEEDED,,direct-p5,2026-08-11T15:39:23+00:00
51,team-mxr,mxr,nuplan,871.9545123513093,Policy Capability Score,zoib,1.0104721603241007,Average Distance Between At-Fault Incidents,1.0104721603241007,avg_dist_between_incidents_at_fault,0.22981527256793988,Distance to GT Trajectory,871.9545123513093,871.9545123513093,v3b,467e7b61-c7a1-4d13-8227-1207a847689b,SUCCEEDED,,direct-p5,2026-07-10T11:54:20+00:00
52,team-mxr,mxr,nuplan,872.3310035126472,Policy Capability Score,zoib,1.0104721158973755,Average Distance Between At-Fault Incidents,1.0104721158973755,avg_dist_between_incidents_at_fault,0.22981499079820644,Distance to GT Trajectory,872.3310035126472,872.3310035126472,v1,7603e15c-4434-476d-860c-62e5372e4cad,SUCCEEDED,,direct-p5,2026-07-08T05:21:20+00:00
53,team-mxr,mxr,nuplan,871.9986616204196,Policy Capability Score,zoib,1.0103634253231992,Average Distance Between At-Fault Incidents,1.0103634253231992,avg_dist_between_incidents_at_fault,0.22981969654483522,Distance to GT Trajectory,871.9986616204196,871.9986616204196,v3a,6a8bdb3b-0228-4088-b69b-2b634b710044,SUCCEEDED,,direct-p5,2026-07-10T09:59:50+00:00
54,team-mxr,mxr,nuplan,870.0910392922503,Policy Capability Score,zoib,0.6999086067663242,Average Distance Between At-Fault Incidents,0.6999086067663242,avg_dist_between_incidents_at_fault,0.4363186513941778,Distance to GT Trajectory,870.0910392922503,870.0910392922503,v3b-noccar,bd674bcd-cdb7-4a65-bffe-5a123e8aa126,SUCCEEDED,,direct-p5,2026-08-04T14:21:50+00:00
55,team-mxr,mxr,nuplan,865.717415436593,Policy Capability Score,zoib,0.18525638475907918,Average Distance Between At-Fault Incidents,0.18525638475907918,avg_dist_between_incidents_at_fault,0.8283919934105116,Distance to GT Trajectory,865.717415436593,865.717415436593,v2,ddee259c-0654-495d-9c58-f619fe8bff81,SUCCEEDED,,direct-p5,2026-07-08T07:12:22+00:00
56,team-mxr,mxr,nuplan,122.7582171988247,Policy Capability Score,zoib,0.02154449798316335,Average Distance Between At-Fault Incidents,0.02154449798316335,avg_dist_between_incidents_at_fault,0.14634082054125608,Distance to GT Trajectory,122.7582171988247,122.7582171988247,v4fix,905ba2c0-7f8e-4c40-8aa0-b0ed7d6a1e59,SUCCEEDED,,direct-p5,2026-08-03T00:06:41+00:00
57,team-mxr,mxr,nuplan,122.7582171988247,Policy Capability Score,zoib,0.02154449798316335,Average Distance Between At-Fault Incidents,0.02154449798316335,avg_dist_between_incidents_at_fault,0.14634082054125608,Distance to GT Trajectory,122.7582171988247,122.7582171988247,v5ab,f439cd6d-72de-4514-9875-ac5817b5b961,SUCCEEDED,,direct-p5,2026-08-04T09:13:07+00:00
58,team-mxr,mxr,nuplan,122.7582171988247,Policy Capability Score,zoib,0.02154449798316335,Average Distance Between At-Fault Incidents,0.02154449798316335,avg_dist_between_incidents_at_fault,0.14634082054125608,Distance to GT Trajectory,122.7582171988247,122.7582171988247,v5,fcf24b2e-1236-46a7-81dd-fa208e5165d4,SUCCEEDED,,direct-p5,2026-08-03T01:16:41+00:00
